Resource ID,BSC Token Address,BSC Handler Address,BSC Token Name,BSC Token Symbol,BSC Token Decimals,Meter Token Address,Meter Handler Address,Meter Token Name,Meter Token Symbol,Meter Token Decimals
0000000000000000000000bd2949f67dcdc549c6ebe98696449fa79d988a9f01,0xBd2949F67DcdC549c6Ebe98696449Fa79D988A9F,0xCCf4A9FdEE040782A6a37A65C986C23D964aad9D,Meter Governance mapped by Meter.io,MTRG,18,0x228ebBeE999c6a7ad74A6130E81b12f9Fe237Ba3,0x0D152F033DDF3920f445963d8e38a40105Ffbe4d,Meter Governance,MTRG,18
